Ticker,Category
RKLB.NAS,Aerospace & Defense
RCKT.NAS,Biotechnology & Medical Research
ROVR.NAS,Personal & Household Products & Services
SGA.NAS,Media & Publishing
SPNS.NAS,Software & IT Services
SAR.NYSE,Investment Banking & Investment Services
SILK.NAS,Healthcare Equipment & Supplies
SBOW.NYSE,Oil & Gas
SBTX.NAS,Biotechnology & Medical Research
SOFI.NAS,Banking Services
STKL.NAS,Food & Tobacco
GLG.NAS,Passenger Transportation Services
TFSL.NAS,Banking Services
TSBK.NAS,Banking Services
TKR.NYSE,"Machinery, Equipment & Components"
TMST.NYSE,Metals & Mining
UPST.NAS,Banking Services
URGN.NAS,Biotechnology & Medical Research
USIO.NAS,Professional & Commercial Services
VECO.NAS,Semiconductors & Semiconductor Equipment
VET.NYSE,Oil & Gas
VSCO.NYSE,Specialty Retailers
WERN.NAS,Freight & Logistics Services
ABEO.NAS,Biotechnology & Medical Research
FAX.NYSE,Collective Investments
RERE.NYSE,Diversified Retail
AIKI.NAS,Biotechnology & Medical Research
ALRN.NAS,Biotechnology & Medical Research
ATSG.NAS,Freight & Logistics Services
AIRS.NAS,Healthcare Providers & Services
AIRG.NAS,Communications & Networking
ANTE.NAS,Media & Publishing
MIMO.NYSE,Software & IT Services
AKTX.NAS,Biotechnology & Medical Research
KERN.NAS,Software & IT Services
AKRO.NAS,Biotechnology & Medical Research
AKUS.NAS,Biotechnology & Medical Research
AKTS.NAS,Electronic Equipment & Parts
AKYA.NAS,Healthcare Equipment & Supplies
AHG.NAS,Software & IT Services
AGI.NYSE,Hotels & Entertainment Services
ACI.NYSE,Food & Drug Retailing
ALBO.NAS,Biotechnology & Medical Research
ALC.NYSE,Healthcare Equipment & Supplies
ALEC.NAS,Biotechnology & Medical Research
ALRS.NAS,Banking Services
ALEX.NYSE,Residential & Commercial REIT
DOX.NAS,Software & IT Services
AVD.NYSE,Chemicals
BGRY.NAS,"Machinery, Equipment & Components"
BHLB.NYSE,Banking Services
BZFD.NAS,Software & IT Services
LAW.NYSE,Software & IT Services
CALX.NYSE,Communications & Networking
CWST.NAS,Professional & Commercial Services
CASS.NAS,Professional & Commercial Services
CSTL.NAS,Healthcare Equipment & Supplies
CTRM.NAS,Freight & Logistics Services
CATY.NAS,Banking Services
CATO.NYSE,Specialty Retailers
CVCO.NAS,Homebuilding & Construction Supplies
CZOO.NYSE,Specialty Retailers
CECE.NAS,Professional & Commercial Services
CDR.NYSE,Residential & Commercial REIT
CELC.NAS,Biotechnology & Medical Research
CLS.NYSE,Electronic Equipment & Parts
CLBT.NAS,Software & IT Services
CLRB.NAS,Pharmaceuticals
CLSN.NAS,Biotechnology & Medical Research
CELH.NAS,Beverages
CELU.NAS,Biotechnology & Medical Research
CPAC.NYSE,Construction Materials
CENN.NAS,Automobiles & Auto Parts
CVE.NYSE,Oil & Gas
CSR.NYSE,Residential & Commercial REIT
COIN.NAS,Financial Technology (Fintech) & Infrastructure
COUR.NYSE,Software & IT Services
CRSR.NAS,"Computers, Phones & Household Electronics"
DAVE.NAS,Financial Technology (Fintech) & Infrastructure
DAWN.NAS,Biotechnology & Medical Research
EKSO.NAS,Healthcare Equipment & Supplies
EEX.NYSE,Professional & Commercial Services
GAME.NAS,Software & IT Services
GMBL.NAS,Software & IT Services
EVO.NAS,Biotechnology & Medical Research
EXAI.NAS,Biotechnology & Medical Research
XGN.NAS,Healthcare Providers & Services
ENPC.NYSE,Holding Companies
XCUR.NAS,Biotechnology & Medical Research
EXLS.NAS,Professional & Commercial Services
EXFY.NAS,Software & IT Services
EXPO.NAS,Professional & Commercial Services
EXPR.NYSE,Specialty Retailers
XPRO.NYSE,Oil & Gas Related Equipment and Services
RACE.NYSE,Automobiles & Auto Parts
GMS.NYSE,Homebuilding & Construction Supplies
GSIT.NAS,Semiconductors & Semiconductor Equipment
LAND.NAS,Residential & Commercial REIT
GES.NYSE,Specialty Retailers
ICFI.NAS,Professional & Commercial Services
IHS.NYSE,Telecommunications Services
IGAC.NAS,Holding Companies
IGMS.NAS,Biotechnology & Medical Research
LTRY.NAS,Hotels & Entertainment Services
SHEL.NYSE,Oil & Gas
SHEN.NAS,Telecommunications Services
SHG.NYSE,Banking Services
SHLS.NAS,Renewable Energy
SCVL.NAS,Specialty Retailers
SHBI.NAS,Banking Services
SSTK.NYSE,Software & IT Services
SHYF.NAS,Automobiles & Auto Parts
SITM.NAS,Semiconductors & Semiconductor Equipment
BSRR.NAS,Banking Services
SIER.NAS,Holding Companies
SWIR.NAS,Communications & Networking
SIFY.NAS,Telecommunications Services
SGHT.NAS,Healthcare Equipment & Supplies
SGTX.NAS,Biotechnology & Medical Research
SSU.NYSE,Specialty Retailers
SIG.NYSE,Specialty Retailers
SGFY.NYSE,Healthcare Providers & Services
SILC.NAS,Communications & Networking
SIMO.NAS,Semiconductors & Semiconductor Equipment
SAMG.NAS,Investment Banking & Investment Services
SMWB.NYSE,Software & IT Services
SFNC.NAS,Banking Services
STGW.NAS,Media & Publishing
SLI.NYSE,Metals & Mining
SMP.NYSE,Automobiles & Auto Parts
SXI.NYSE,"Machinery, Equipment & Components"
STN.NYSE,Construction & Engineering
SBLK.NAS,Freight & Logistics Services
SGU.NYSE,Food & Drug Retailing
MITO.NAS,Biotechnology & Medical Research
GASS.NAS,Freight & Logistics Services
STCN.NAS,Software & IT Services
STLA.NYSE,Automobiles & Auto Parts
STEM.NYSE,"Machinery, Equipment & Components"
STEP.NAS,Oil & Gas Related Equipment and Services
SCL.NYSE,Oil & Gas Related Equipment and Services
STXS.NYSE,Healthcare Equipment & Supplies
SBT.NAS,Banking Services
STER.NAS,Professional & Commercial Services
STRL.NAS,Construction & Engineering
STVN.NYSE,Healthcare Equipment & Supplies
THR.NYSE,"Machinery, Equipment & Components"
TRI.NYSE,Professional & Commercial Services
TWKS.NAS,Software & IT Services
TDUP.NAS,Software & IT Services
THRY.NAS,Media & Publishing
TDW.NYSE,Oil & Gas Related Equipment and Services
TINV.NYSE,Holding Companies
TLYS.NYSE,Specialty Retailers
VINC.NAS,Biotechnology & Medical Research
VINP.NAS,Investment Banking & Investment Services
BBIG.NAS,Leisure Products
VIOT.NAS,Household Goods
EBET.NAS,Hotels & Entertainment Services
BFH.NYSE,Professional & Commercial Services
EMWP.NYSE,Media & Publishing
GRMN.NYSE,Communications & Networking
